SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,latitude,longitude,IS SHORT SALE
Past Sale,Single Family Residential,22180 Cloverly Ct,LOS ALTOS,CA,94024,1995000,3,2.5,LOS ALTOS,1537,20986,1957,2,Garage,,Sold,,,,,1995000,42216,1995000,http://www.redfin.com/CA/Los-Altos/22180-Cloverly-Ct-94024/home/900355,MLSListings Inc. (MLSLI),ML81472148,"Outlook Realty Group, Inc.",N,Y,37.328898,-122.062098,0
Past Sale,Single Family Residential,2452 N Foothill Blvd,Los Altos,CA,94024,,4,2,94024,1688,,1959,,,,,,,,,,42041,1810000,http://www.redfin.com/CA/Los-Altos/2452-N-Foothill-Blvd-94024/home/1226920,,,,N,Y,37.330229,-122.070034,
Past Sale,Single Family Residential,10617 Ainsworth Dr,LOS ALTOS,CA,94024,1899000,3,2.5,LOS ALTOS,2230,10454,1955,2,Garage,,Sold,,,,,1899000,42250,2300000,http://www.redfin.com/CA/Los-Altos/10617-Ainsworth-Dr-94024/home/1216273,MLSListings Inc. (MLSLI),ML81498108,Alain Pinel Realtors,N,Y,37.331529,-122.064882,0
Past Sale,Single Family Residential,10701 Baxter Ave,LOS ALTOS,CA,94024,1999888,4,3,LOS ALTOS,2847,10002,1984,2,Garage,,Sold,,,,,1999888,42361,2100000,http://www.redfin.com/CA/Los-Altos/10701-Baxter-Ave-94024/home/1565703,MLSListings Inc. (MLSLI),ML81522691,Morgan Real Estate,N,Y,37.333008,-122.068306,0
Past Sale,Single Family Residential,1789 Lark Ln,Sunnyvale,CA,94087,,4,2,94087,1828,,1962,,,,,,,,,,42034,1369000,http://www.redfin.com/CA/Sunnyvale/1789-Lark-Ln-94087/home/763875,,,,N,Y,37.333493,-122.017692,
Past Sale,Single Family Residential,1789 Linnet Ln,SUNNYVALE,CA,94087,1600000,4,2,SUNNYVALE,1828,6600,1962,2,Garage,,Sold,,,,,1428888,42178,1600000,http://www.redfin.com/CA/Sunnyvale/1789-Linnet-Ln-94087/home/1764361,MLSListings Inc. (MLSLI),ML81464007,Mikasa Homes & Funding,N,Y,37.333813,-122.016748,0
Past Sale,Single Family Residential,1773 Heron Ave,SUNNYVALE,CA,94087,1398000,4,2,SUNNYVALE,2268,7652,1962,2,Garage,,Sold,,,,,1398000,42277,1470000,http://www.redfin.com/CA/Sunnyvale/1773-Heron-Ave-94087/home/755245,MLSListings Inc. (MLSLI),ML81499603,Single Tree Realty,N,Y,37.3342931,-122.0196182,0
Past Sale,Single Family Residential,1785 Karameos Ct,SUNNYVALE,CA,94087,1488000,4,2,SUNNYVALE,1590,6417,1961,2,Garage,,Sold,,,,,1488000,42109,1701000,http://www.redfin.com/CA/Sunnyvale/1785-Karameos-Ct-94087/home/1465880,MLSListings Inc. (MLSLI),ML81458820,Keller Williams Realty - Cupertino,N,Y,37.334644,-122.054397,0
Past Sale,Single Family Residential,1782 Karameos Ct,Sunnyvale,CA,94087,,4,2,94087,1590,,1961,,,,,,,,,,42125,1710100,http://www.redfin.com/CA/Sunnyvale/1782-Karameos-Ct-94087/home/1154882,,,,N,Y,37.334645,-122.05383,
Past Sale,Multi-Family (2-4 Unit),1764 Noranda Dr,SUNNYVALE,CA,94087,1688000,8,,SUNNYVALE,3076,9372,1964,8,,,Sold,,,,,1688000,42298,1688000,http://www.redfin.com/CA/Sunnyvale/1764-Noranda-Dr-94087/home/1674172,MLSListings Inc. (MLSLI),ML81513619,Intero Real Estate Services,N,Y,37.33476,-122.04386,0
Past Sale,Single Family Residential,1505 Cedar Pl,Los Altos,CA,94024,,5,2.5,94024,2149,,1961,,,,,,,,,,42103,2300000,http://www.redfin.com/CA/Los-Altos/1505-Cedar-Pl-94024/home/779868,,,,N,Y,37.335147,-122.071503,
Past Sale,Single Family Residential,1773 Karameos Ct,SUNNYVALE,CA,94087,1650000,5,2.5,SUNNYVALE,2444,5873,1961,2,Garage,,Sold,,,,,1650000,42356,1850000,http://www.redfin.com/CA/Sunnyvale/1773-Karameos-Ct-94087/home/1364880,MLSListings Inc. (MLSLI),ML81521699,Keller Williams Palo Alto,N,Y,37.335149,-122.05439,0
Past Sale,Single Family Residential,1534 Redwood Dr,LOS ALTOS,CA,94024,1950000,4,2.5,LOS ALTOS,2051,10019,1962,2,Garage,,Sold,,,,42130,1988000,42133,1900000,http://www.redfin.com/CA/Los-Altos/1534-Redwood-Dr-94024/home/733088,MLSListings Inc. (MLSLI),ML81460322,Myriad Real Estate Group,N,Y,37.335162,-122.070921,0
Past Sale,Single Family Residential,1545 Redwood Dr,LOS ALTOS,CA,94024,2195000,4,2.5,LOS ALTOS,2221,10454,1959,3,Garage,,Sold,,,,42271,2295000,42307,2185000,http://www.redfin.com/CA/Los-Altos/1545-Redwood-Dr-94024/home/649656,MLSListings Inc. (MLSLI),ML81500886,Alain Pinel Realtors,N,Y,37.335309,-122.070322,0
Past Sale,Single Family Residential,1737 Lark Ln,Sunnyvale,CA,94087,,3,2.5,94087,1868,,1958,,,,,,,,,,42139,1820000,http://www.redfin.com/CA/Sunnyvale/1737-Lark-Ln-94087/home/1455529,,,,N,Y,37.335761,-122.017687,
Past Sale,Single Family Residential,1713 Wright Ave,SUNNYVALE,CA,94087,1349950,3,2,SUNNYVALE,1571,8276,1957,2,Garage,,Sold,,,,,1349950,42130,1704000,http://www.redfin.com/CA/Sunnyvale/1713-Wright-Ave-94087/home/597524,MLSListings Inc. (MLSLI),ML81462117,Alain Pinel Realtors,N,Y,37.33655,-122.055301,0
Past Sale,Condo/Coop,22330 Homestead #120,CUPERTINO,CA,95014,750999,2,2,CUPERTINO,1250,,1984,2,Garage,,Sold,,,,,750999,42054,777000,http://www.redfin.com/CA/Cupertino/22330-Homestead-Rd-95014/unit-120/home/1062136,MLSListings Inc. (MLSLI),ML81449308,RE/MAX Real Estate Services,N,Y,37.3365579,-122.065288,0
Past Sale,Condo/Coop,22330 Homestead Rd #204,CUPERTINO,CA,95014,1099000,3,2,CUPERTINO,1520,436,1984,2,Garage,,Sold,,,,,1099000,42179,1040000,http://www.redfin.com/CA/Cupertino/22330-Homestead-Rd-95014/unit-204/home/1662741,MLSListings Inc. (MLSLI),ML81465714,KW Peninsula Estates,N,Y,37.3365579,-122.065288,0
Past Sale,Single Family Residential,1721 Kimberly Dr,SUNNYVALE,CA,94087,1788000,4,3,SUNNYVALE,1958,8212,1956,2,Garage,,Sold,,,,,1788000,42317,1753000,http://www.redfin.com/CA/Sunnyvale/1721-Kimberly-Dr-94087/home/1118899,MLSListings Inc. (MLSLI),ML81515813,Keller Williams Realty - Cupertino,N,Y,37.336788,-122.053515,0
Past Sale,Single Family Residential,915 Mackenzie Dr,SUNNYVALE,CA,94087,1698000,5,3,SUNNYVALE,2433,16508,1968,2,Garage,,Sold,,,,,1698000,42209,1900000,http://www.redfin.com/CA/Sunnyvale/915-Mackenzie-Dr-94087/home/775011,MLSListings Inc. (MLSLI),ML81471264,Alain Pinel Realtors,N,Y,37.337265,-122.050881,0
Past Sale,Single Family Residential,1017 W Homestead Rd,SUNNYVALE,CA,94087,1495000,4,2,SUNNYVALE,1668,7035,1958,3,Garage,,Sold,,,,,1495000,42149,1432000,http://www.redfin.com/CA/Sunnyvale/1017-W-Homestead-Rd-94087/home/769303,MLSListings Inc. (MLSLI),ML81461942,First Pacific Real Estate,N,Y,37.337762,-122.055886,0
Past Sale,Single Family Residential,843 W Homestead Rd,SUNNYVALE,CA,94087,1398000,4,2,SUNNYVALE,1768,7974,1959,2,Garage,,Sold,,,,,1398000,42227,1630000,http://www.redfin.com/CA/Sunnyvale/843-W-Homestead-Rd-94087/home/771392,MLSListings Inc. (MLSLI),ML81471921,Intero Real Estate Services,N,Y,37.337786,-122.048089,0
Past Sale,Single Family Residential,779 W Homestead Rd,SUNNYVALE,CA,94087,1439000,4,2,SUNNYVALE,1768,8103,1960,2,Garage,,Sold,,,,,1439000,42332,1435000,http://www.redfin.com/CA/Sunnyvale/779-W-Homestead-Rd-94087/home/1128045,MLSListings Inc. (MLSLI),ML81520055,Keller Williams Realty-Silicon Valley,N,Y,37.337789,-122.044593,0
Past Sale,Single Family Residential,571 E Homestead Rd,SUNNYVALE,CA,94087,1749950,5,3,SUNNYVALE,3528,9681,1986,8,Garage,,Sold,,,,,1749950,42213,1860000,http://www.redfin.com/CA/Sunnyvale/571-E-Homestead-Rd-94087/home/760156,MLSListings Inc. (MLSLI),ML81468098,Realty World-Champions,N,Y,37.337892,-122.026844,0
Past Sale,Single Family Residential,1672 Langport Dr,SUNNYVALE,CA,94087,1699000,5,3,SUNNYVALE,3009,10423,1978,3,Garage,,Sold,,,,,1699000,42194,1865000,http://www.redfin.com/CA/Sunnyvale/1672-Langport-Dr-94087/home/760977,MLSListings Inc. (MLSLI),ML81470393,Century 21 M&M and Associates,N,Y,37.337924,-122.024514,0
Past Sale,Single Family Residential,913 E Homestead Rd,SUNNYVALE,CA,94087,1250000,3,2,SUNNYVALE,1770,8720,1958,0,,,Sold,,,,,1250000,42195,1350000,http://www.redfin.com/CA/Sunnyvale/913-E-Homestead-Rd-94087/home/764797,MLSListings Inc. (MLSLI),ML81461018,Alain Pinel Realtors,N,Y,37.338004,-122.011788,0
Past Sale,Single Family Residential,923 E Homestead Rd,SUNNYVALE,CA,94087,1248888,3,2,SUNNYVALE,1266,7085,1958,2,Garage,,Sold,,,,42298,1288888,42353,1165000,http://www.redfin.com/CA/Sunnyvale/923-E-Homestead-Rd-94087/home/1344282,MLSListings Inc. (MLSLI),ML81515449,Starriver Inc,N,Y,37.338009,-122.010867,0
Past Sale,Single Family Residential,1051 E Homestead Rd,SUNNYVALE,CA,94087,1098000,3,2,SUNNYVALE,1232,6222,1957,4,Garage,,Sold,,,,,1098000,42236,1178000,http://www.redfin.com/CA/Sunnyvale/1051-E-Homestead-Rd-94087/home/675745,MLSListings Inc. (MLSLI),ML81486343,Keller Williams Realty - Cupertino,N,Y,37.338023,-122.004592,0
Past Sale,Single Family Residential,708 Londonderry Dr,SUNNYVALE,CA,94087,1598000,5,2.5,SUNNYVALE,2216,7208,1969,2,Garage,,Sold,,,,,1598000,42277,1630000,http://www.redfin.com/CA/Sunnyvale/708-Londonderry-Dr-94087/home/1739655,MLSListings Inc. (MLSLI),ML81500439,Referral Realty,N,Y,37.338223,-122.022767,0
Past Sale,Single Family Residential,1062 Lorne Way,SUNNYVALE,CA,94087,1180000,3,2,SUNNYVALE,1414,6000,1957,2,Garage,,Sold,,,,,1180000,42062,1500000,http://www.redfin.com/CA/Sunnyvale/1062-Lorne-Way-94087/home/1075193,MLSListings Inc. (MLSLI),ML81451539,Realty One Group - World Properties,N,Y,37.338312,-122.004182,0
Past Sale,Single Family Residential,565 Loch Lomond Ct,SUNNYVALE,CA,94087,1798888,5,3,SUNNYVALE,3080,10019,1986,3,Garage,,Sold,,,,,1798888,42296,2050000,http://www.redfin.com/CA/Sunnyvale/565-Loch-Lomond-Ct-94087/home/759284,MLSListings Inc. (MLSLI),ML81513072,Alain Pinel Realtors,N,Y,37.338364,-122.026526,0
Past Sale,Single Family Residential,1675 Manitoba Dr,SUNNYVALE,CA,94087,1700000,4,2,SUNNYVALE,1844,7834,1960,2,Garage,,Sold,,,,,1700000,42286,1850000,http://www.redfin.com/CA/Sunnyvale/1675-Manitoba-Dr-94087/home/1766620,MLSListings Inc. (MLSLI),ML81512925,Alain Pinel Realtors,N,Y,37.338524,-122.044479,0
Past Sale,Single Family Residential,1691 Lewiston Dr,SUNNYVALE,CA,94087,1498000,3,2,SUNNYVALE,1338,8175,1959,2,Garage,,Sold,,,,,1498000,42115,1910000,http://www.redfin.com/CA/Sunnyvale/1691-Lewiston-Dr-94087/home/1202015,MLSListings Inc. (MLSLI),ML81459833,Sereno Group,N,Y,37.338526,-122.048303,0
Past Sale,Single Family Residential,1670 S Mary Ave,Sunnyvale,CA,94087,,3,2,94087,1603,,1956,,,,,,,,,,42172,800000,http://www.redfin.com/CA/Sunnyvale/1670-S-Mary-Ave-94087/home/1515845,,,,N,Y,37.33858,-122.049653,
Past Sale,Single Family Residential,1666 Honfleur Dr,SUNNYVALE,CA,94087,1798000,4,2.5,SUNNYVALE,2032,7865,1961,2,Garage,,Sold,,,,,1798000,42202,2075000,http://www.redfin.com/CA/Sunnyvale/1666-Honfleur-Dr-94087/home/1265000,MLSListings Inc. (MLSLI),ML81472782,Coldwell Banker,N,Y,37.338684,-122.053724,0
Past Sale,Single Family Residential,725 Londonderry Dr,SUNNYVALE,CA,94087,1498000,4,2,SUNNYVALE,1610,6350,1975,2,Garage,,Sold,,,,,1498000,42356,1745000,http://www.redfin.com/CA/Sunnyvale/725-Londonderry-Dr-94087/home/886163,MLSListings Inc. (MLSLI),ML81522190,Keller Williams Realty - Cupertino,N,Y,37.338703,-122.021634,0
Past Sale,Single Family Residential,945 Lorne Way,SUNNYVALE,CA,94087,1298000,4,2,SUNNYVALE,2094,7119,1956,0,,,Sold,,,,,1298000,42186,1620000,http://www.redfin.com/CA/Sunnyvale/945-Lorne-Way-94087/home/1012887,MLSListings Inc. (MLSLI),ML81469712,Coldwell Banker,N,Y,37.338761,-122.00932,0
Past Sale,Single Family Residential,724 Liverpool Way,SUNNYVALE,CA,94087,1488000,4,2,SUNNYVALE,1677,7387,1975,2,Garage,,Sold,,,,,1488000,42059,1807101,http://www.redfin.com/CA/Sunnyvale/724-Liverpool-Way-94087/home/1118430,MLSListings Inc. (MLSLI),ML81450952,Intero Real Estate Services,N,Y,37.338986,-122.021688,0
Past Sale,Single Family Residential,1658 Samedra St,SUNNYVALE,CA,94087,1398000,3,1,SUNNYVALE,1144,10205,1952,2,Garage,,Sold,,,,,1398000,42276,1627000,http://www.redfin.com/CA/Sunnyvale/1658-Samedra-St-94087/home/771737,MLSListings Inc. (MLSLI),ML81499541,Sereno Group,N,Y,37.338995,-122.050773,0
Past Sale,Single Family Residential,594 Pinecrest Dr,LOS ALTOS,CA,94024,3488000,4,4,LOS ALTOS,3588,16553,2006,2,Garage,,Sold,,,,,3488000,42326,3550000,http://www.redfin.com/CA/Los-Altos/594-Pinecrest-Dr-94024/home/776907,MLSListings Inc. (MLSLI),ML81521334,Alain Pinel Realtors,N,Y,37.339052,-122.071978,0
Past Sale,Single Family Residential,23270 Mora Heights Way,Los Altos,CA,94024,,6,5.5,94024,6720,,2005,,,,,,,,,,42097,4870000,http://www.redfin.com/CA/Los-Altos/23270-Mora-Heights-Way-94024/home/676122,,,,N,Y,37.339062,-122.095444,
Past Sale,Single Family Residential,998 Leighton Way,SUNNYVALE,CA,94087,1198000,3,2,SUNNYVALE,1407,6968,1956,2,Garage,,Sold,,,,,1198000,42195,1458000,http://www.redfin.com/CA/Sunnyvale/998-Leighton-Way-94087/home/755264,MLSListings Inc. (MLSLI),ML81471914,Intero Real Estate Services,N,Y,37.339073,-122.007385,0
Past Sale,Single Family Residential,992 Leighton Way,Sunnyvale,CA,94087,,3,2,94087,1455,,1956,,,,,,,,,,42069,1525000,http://www.redfin.com/CA/Sunnyvale/992-Leighton-Way-94087/home/764192,,,,N,Y,37.339075,-122.007613,
Past Sale,Single Family Residential,1666 Redwing Ave,SUNNYVALE,CA,94087,1350000,3,2,SUNNYVALE,1524,6781,1957,2,Garage,,Sold,,,,,1350000,42368,1450000,http://www.redfin.com/CA/Sunnyvale/1666-Redwing-Ave-94087/home/1646208,MLSListings Inc. (MLSLI),ML81521398,Realty World-Showcase Properties,N,Y,37.339152,-122.004244,0
Past Sale,Single Family Residential,1650 Edmonton Ave,SUNNYVALE,CA,94087,1555000,4,2,SUNNYVALE,1770,8465,1958,2,Garage,,Sold,,,,,1555000,42155,2012000,http://www.redfin.com/CA/Sunnyvale/1650-Edmonton-Ave-94087/home/1674031,MLSListings Inc. (MLSLI),ML81466850,Intero Real Estate Services,N,Y,37.339159,-122.055624,0
Past Sale,Single Family Residential,875 Lockhaven Dr,LOS ALTOS,CA,94024,2198000,4,2.5,LOS ALTOS,2205,10647,1961,2,Garage,,Sold,,,,,2198000,42117,2450000,http://www.redfin.com/CA/Los-Altos/875-Lockhaven-Dr-94024/home/676164,MLSListings Inc. (MLSLI),ML81460240,Intero Real Estate Services,N,Y,37.339167,-122.083148,0
Past Sale,Single Family Residential,526 Sequoia Dr,LOS ALTOS,CA,94024,2295000,4,3,LOS ALTOS,2375,15810,1952,2,Garage,,Sold,,,,,2295000,42171,2800000,http://www.redfin.com/CA/Los-Altos/526-Sequoia-Dr-94024/home/776918,MLSListings Inc. (MLSLI),ML81467135,Intero Real Estate Services,N,Y,37.339316,-122.073957,0
Past Sale,Single Family Residential,23200 Mora Glen Dr,Los Altos,CA,94024,,4,5.5,94024,4428,,1967,,,,,,,,,,42083,3300000,http://www.redfin.com/CA/Los-Altos/23200-Mora-Glen-Dr-94024/home/776232,,,,N,Y,37.339559,-122.094973,
Past Sale,Condo/Coop,530 La Conner Dr Apt 26,Sunnyvale,CA,94087,,2,1.5,94087,972,,1972,,,,,,,,,,42066,695000,http://www.redfin.com/CA/Sunnyvale/530-La-Conner-Dr-94087/unit-26/home/1594055,,,,N,Y,37.339649,-122.032838,
Past Sale,Townhouse,530 La Conner #20,SUNNYVALE,CA,94087,798000,3,2.5,SUNNYVALE,1296,604,1972,1,,,Sold,,,,,798000,42200,858000,http://www.redfin.com/CA/Sunnyvale/530-La-Conner-Dr-94087/unit-20/home/770793,MLSListings Inc. (MLSLI),ML81468327,KW Peninsula Estates,N,Y,37.339649,-122.032838,0
Past Sale,Single Family Residential,1634 S Mary Ave,SUNNYVALE,CA,94087,1468000,4,2,SUNNYVALE,1869,8550,1956,2,Garage,,Sold,,,,,1468000,42135,1700000,http://www.redfin.com/CA/Sunnyvale/1634-S-Mary-Ave-94087/home/1307250,MLSListings Inc. (MLSLI),ML81458317,Maxreal,N,Y,37.339816,-122.049649,0
Past Sale,Townhouse,45 Woods Ln,LOS ALTOS,CA,94024,1295000,3,2,LOS ALTOS,1785,871,1973,2,Garage,,Sold,,,,,1295000,42152,1452000,http://www.redfin.com/CA/Los-Altos/45-Woods-Ln-94024/home/746176,MLSListings Inc. (MLSLI),ML81463799,Alain Pinel Realtors,N,Y,37.33993,-122.076318,0
Past Sale,Single Family Residential,1640 Albatross Dr,SUNNYVALE,CA,94087,1950000,5,4,SUNNYVALE,2682,10309,1968,3,Garage,,Sold,,,,,1798000,42230,1950000,http://www.redfin.com/CA/Sunnyvale/1640-Albatross-Dr-94087/home/1264765,MLSListings Inc. (MLSLI),ML81470857,Keller Williams Realty - Cupertino,N,Y,37.339976,-122.031226,0
Past Sale,Single Family Residential,1635 Manitoba Dr,SUNNYVALE,CA,94087,2198000,3,3,SUNNYVALE,2553,9517,2008,2,Garage,,Sold,,,,,2198000,42304,2300000,http://www.redfin.com/CA/Sunnyvale/1635-Manitoba-Dr-94087/home/1578856,MLSListings Inc. (MLSLI),ML81500665,Keller Williams Palo Alto,N,Y,37.340127,-122.044501,0
Past Sale,Single Family Residential,2020 El Sereno Ave,LOS ALTOS,CA,94024,1898000,4,2,LOS ALTOS,1549,14355,1950,1,Garage,,Sold,,,,,1898000,42297,2200000,http://www.redfin.com/CA/Los-Altos/2020-El-Sereno-Ave-94024/home/768131,MLSListings Inc. (MLSLI),ML81514970,Dreyfus Sotheby's International Realty,N,Y,37.340133,-122.067798,0
Past Sale,Single Family Residential,1622 Eagle Dr,Sunnyvale,CA,94087,,4,3,94087,2522,,1978,,,,,,,,,,42158,2110000,http://www.redfin.com/CA/Sunnyvale/1622-Eagle-Dr-94087/home/1566758,,,,N,Y,37.340179,-122.025662,
Past Sale,Single Family Residential,1622 S Mary Ave,SUNNYVALE,CA,94087,1548000,4,2,SUNNYVALE,2103,8551,1956,1,Garage,,Sold,,,,42243,1595000,42277,1640000,http://www.redfin.com/CA/Sunnyvale/1622-S-Mary-Ave-94087/home/1061966,MLSListings Inc. (MLSLI),ML81498467,Benson Real Estate,N,Y,37.340228,-122.049647,0
Past Sale,Single Family Residential,1650 Meadowlark Ln,SUNNYVALE,CA,94087,1438000,4,2.5,SUNNYVALE,2188,6567,1958,2,Garage,,Sold,,,,,1438000,42353,1428000,http://www.redfin.com/CA/Sunnyvale/1650-Meadowlark-Ln-94087/home/1226277,MLSListings Inc. (MLSLI),ML81517895,Keller Williams Realty - Cupertino,N,Y,37.3402393,-122.013074,0
Past Sale,Single Family Residential,1580 Waxwing Ave,Sunnyvale,CA,94087,,3,2,94087,1565,,1955,,,,,,,,,,42144,1700000,http://www.redfin.com/CA/Sunnyvale/1580-Waxwing-Ave-94087/home/762397,,,,N,Y,37.340269,-121.997213,
Past Sale,Single Family Residential,1200 Windimer Dr,LOS ALTOS,CA,94024,1995000,5,3,LOS ALTOS,2629,13260,1961,2,Garage,,Sold,,,,,1995000,42096,2300000,http://www.redfin.com/CA/Los-Altos/1200-Windimer-Dr-94024/home/779878,MLSListings Inc. (MLSLI),ML81455242,Coldwell Banker Los Altos,N,Y,37.340483,-122.08111,0
Past Sale,Single Family Residential,1609 Samedra St,Sunnyvale,CA,94087,,4,2,94087,2197,,1953,,,,,,,,,,42060,2055000,http://www.redfin.com/CA/Sunnyvale/1609-Samedra-St-94087/home/1336610,,,,N,Y,37.340644,-122.05141,
Past Sale,Single Family Residential,1014 Katrine Ct,Sunnyvale,CA,94087,,4,2,94087,2023,,1958,,,,,,,,,,42115,1612000,http://www.redfin.com/CA/Sunnyvale/1014-Katrine-Ct-94087/home/1264890,,,,N,Y,37.340685,-122.006598,
Past Sale,Single Family Residential,914 Regent Dr,LOS ALTOS,CA,94024,2398000,4,3,LOS ALTOS,2572,10454,1962,2,Garage,,Sold,,,,,2398000,42039,2600000,http://www.redfin.com/CA/Los-Altos/914-Regent-Dr-94024/home/772225,MLSListings Inc. (MLSLI),ML81448446,Sereno Group,N,Y,37.340717,-122.086324,0
Past Sale,Single Family Residential,828 Nisqually Dr,SUNNYVALE,CA,94087,1788000,4,2,SUNNYVALE,1872,9720,1960,2,Garage,,Sold,,,,,1788000,42312,2068000,http://www.redfin.com/CA/Sunnyvale/828-Nisqually-Dr-94087/home/1258353,MLSListings Inc. (MLSLI),ML81516840,Intero Real Estate Services,N,Y,37.340728,-122.044537,0
Past Sale,Single Family Residential,1613 Blackhawk Dr,SUNNYVALE,CA,94087,1588000,3,2,SUNNYVALE,1721,6575,1964,2,Garage,,Sold,,,,,1588000,42201,1500000,http://www.redfin.com/CA/Sunnyvale/1613-Blackhawk-Dr-94087/home/760146,MLSListings Inc. (MLSLI),ML81469416,Coldwell Banker,N,Y,37.340871,-122.029642,0
Past Sale,Single Family Residential,1604 Mariani Dr,SUNNYVALE,CA,94087,1818000,4,3,SUNNYVALE,2283,7841,1978,3,Garage,,Sold,,,,,1818000,42113,1818000,http://www.redfin.com/CA/Sunnyvale/1604-Mariani-Dr-94087/home/1414997,MLSListings Inc. (MLSLI),ML81458787,Alain Pinel Realtors,N,Y,37.341045,-122.024763,0
Past Sale,Single Family Residential,2011 Fallen Leaf Ln,LOS ALTOS,CA,94024,1998000,4,3,LOS ALTOS,2157,13738,1962,2,Garage,,Sold,,,,,1998000,42205,2000000,http://www.redfin.com/CA/Los-Altos/2011-Fallen-Leaf-Ln-94024/home/767132,MLSListings Inc. (MLSLI),ML81467292,Sereno Group,N,Y,37.341049,-122.065255,0
Past Sale,Townhouse,28 Farm Rd,LOS ALTOS,CA,94024,1295000,2,2,LOS ALTOS,1264,1307,1973,2,Garage,,Sold,,,,,1295000,42054,1275000,http://www.redfin.com/CA/Los-Altos/28-Farm-Rd-94024/home/779923,MLSListings Inc. (MLSLI),ML81449638,Coldwell Banker-PA Downtown,N,Y,37.341058,-122.076212,0
Past Sale,Single Family Residential,1602 Hummingbird Ln,Sunnyvale,CA,94087,,3,2,94087,1310,,1960,,,,,,,,,,42132,1480000,http://www.redfin.com/CA/Sunnyvale/1602-Hummingbird-Ln-94087/home/760263,,,,N,Y,37.341146,-122.016712,
Past Sale,Single Family Residential,912 Inverness Way,Sunnyvale,CA,94087,,3,2,94087,1250,,1961,,,,,,,,,,42146,1432000,http://www.redfin.com/CA/Sunnyvale/912-Inverness-Way-94087/home/860720,,,,N,Y,37.341228,-122.011672,
Past Sale,Single Family Residential,918 Inverness Way,Sunnyvale,CA,94087,,3,2,94087,1586,,1961,,,,,,,,,,42156,1505000,http://www.redfin.com/CA/Sunnyvale/918-Inverness-Way-94087/home/1061804,,,,N,Y,37.341236,-122.011272,
Past Sale,Single Family Residential,1599 Bittern Dr,SUNNYVALE,CA,94087,1488000,4,2,SUNNYVALE,1780,6068,1963,2,Garage,,Sold,,,,,1488000,42311,1520000,http://www.redfin.com/CA/Sunnyvale/1599-Bittern-Dr-94087/home/610693,MLSListings Inc. (MLSLI),ML81518798,Sereno Group,N,Y,37.341306,-122.030517,0
Past Sale,Single Family Residential,2012 FARNDON Ave,LOS ALTOS,CA,94024,2500000,4,3,LOS ALTOS,2586,10019,1952,2,Garage,,Sold,,,,,2500000,42258,3000000,http://www.redfin.com/CA/Los-Altos/2012-Farndon-Ave-94024/home/1837959,MLSListings Inc. (MLSLI),ML81499382,Alain Pinel Realtors,N,Y,37.341329,-122.069257,0
Past Sale,Single Family Residential,1050 Inverness Way,SUNNYVALE,CA,94087,1198000,4,2,SUNNYVALE,1421,5663,1957,2,Garage,,Sold,,,,,1198000,42241,1380000,http://www.redfin.com/CA/Sunnyvale/1050-Inverness-Way-94087/home/1673419,MLSListings Inc. (MLSLI),ML81466237,Mike Segal Properties,N,Y,37.341404,-122.00473,0
Past Sale,Condo/Coop,7 Farm Rd,Los Altos,CA,94024,,2,2,94024,1264,,1973,,,,,,,,,,42095,1320000,http://www.redfin.com/CA/Los-Altos/7-Farm-Rd-94024/home/1646602,,,,N,Y,37.34146,-122.075605,
Past Sale,Single Family Residential,960 Regent Dr,LOS ALTOS,CA,94024,1950000,3,2,LOS ALTOS,2020,10661,1967,2,Garage,,Sold,,,,,1950000,42283,2111960,http://www.redfin.com/CA/Los-Altos/960-Regent-Dr-94024/home/1263888,MLSListings Inc. (MLSLI),ML81513749,Intero Real Estate Services,N,Y,37.3414611,-122.0861643,0
Past Sale,Single Family Residential,3602 Warbler Ave,Santa Clara,CA,95051,,3,2,95051,1850,,1993,,,,,,,,,,42132,1320000,http://www.redfin.com/CA/Santa-Clara/3602-Warbler-Ave-95051/home/1154702,,,,N,Y,37.341551,-121.996234,
Past Sale,Single Family Residential,3630 Warbler Ave,SANTA CLARA,CA,95051,1299800,3,2,SANTA CLARA,1850,4100,1993,2,Garage,,Sold,,,,,1299800,42067,1570000,http://www.redfin.com/CA/Santa-Clara/3630-Warbler-Ave-95051/home/1442933,MLSListings Inc. (MLSLI),ML81451800,Century 21 M&M and Associates,N,Y,37.341557,-121.996903,0
Past Sale,Single Family Residential,2014 CHURTON Ave,LOS ALTOS,CA,94024,2800000,4,3,LOS ALTOS,3472,12632,1993,2,Garage,,Sold,,,,,2800000,42328,3000000,http://www.redfin.com/CA/Los-Altos/2014-Churton-Ave-94024/home/767280,MLSListings Inc. (MLSLI),ML81518681,Alain Pinel Realtors,N,Y,37.341616,-122.070321,0
